host,clock,net.if.in[ens160],net.if.out[ens160],"proc.num[,,run]",proc.num[],system.cpu.intr,"system.cpu.load[percpu,avg1]","system.cpu.load[percpu,avg15]","system.cpu.load[percpu,avg5]",system.cpu.switches,"system.cpu.util[,idle]","system.cpu.util[,interrupt]","system.cpu.util[,iowait]","system.cpu.util[,nice]","system.cpu.util[,softirq]","system.cpu.util[,steal]","system.cpu.util[,system]","system.cpu.util[,user]","system.swap.size[,free]","system.swap.size[,pfree]","system.swap.size[,total]","vfs.fs.inode[/,pfree]","vfs.fs.inode[/boot,pfree]","vfs.fs.inode[/var/lib/docker/aufs,pfree]","vfs.fs.inode[/var/lib/kubelet,pfree]","vfs.fs.inode[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/,pfree]","vfs.fs.size[/,total]","vfs.fs.size[/,used]","vfs.fs.size[/boot,free]","vfs.fs.size[/boot,pfree]","vfs.fs.size[/boot,total]","vfs.fs.size[/boot,used]","vfs.fs.size[/var/lib/docker/aufs,pfree]","vfs.fs.size[/var/lib/docker/aufs,total]","vfs.fs.size[/var/lib/docker/aufs,used]","vfs.fs.size[/var/lib/kubelet,free]","vfs.fs.size[/var/lib/kubelet,pfree]","vfs.fs.size[/var/lib/kubelet,total]","vfs.fs.size[/var/lib/kubelet,used]","vfs.fs.size[/var/lib/rancher/volumes,free]","vfs.fs.size[/var/lib/rancher/volumes,pfree]","vfs.fs.size[/var/lib/rancher/volumes,total]","vfs.fs.size[/var/lib/rancher/volumes,used]",vm.memory.size[available],vm.memory.size[total],cpu,mem,io
10274,1524549657,244752,130544,3,211,1402,0.58,0.14,0.24,4558,17.2819,0,0.3354,0,0.3855,0,1.6608,83.6156,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5309,79680208896,7159468032,408983552,87.2071,494512128,59996160,90.5309,79680208896,7159468032,68449542144,90.5309,79680208896,7159468032,68449533952,90.5309,79680208896,7159476224,3484016640,4143763456,1,0,0
10274,1524549662,224560,93336,3,211,1374,0.61,0.14,0.26,4786,9.2143,0,0.2679,0.0167,0.3681,0,1.6413,91.6109,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5309,79680208896,7159476224,408983552,87.2071,494512128,59996160,90.5309,79680208896,7159484416,68449533952,90.5309,79680208896,7159476224,68449525760,90.5309,79680208896,7159484416,3483709440,4143763456,1,0,0
10274,1524549667,207184,581320,3,211,1348,0.65,0.14,0.27,4531,1.3048,0,0,0.0167,0.3174,0,1.5873,98.2626,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5309,79680208896,7159484416,408983552,87.2071,494512128,59996160,90.5309,79680208896,7159492608,68449525760,90.5309,79680208896,7159484416,68449517568,90.5309,79680208896,7159492608,3483910144,4143763456,1,0,0
10274,1524549672,351040,130168,3,211,1384,0.67,0.15,0.28,4611,0,0,0,0.0167,0.3003,0,1.3525,98.3317,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5309,79680208896,7159492608,408983552,87.2071,494512128,59996160,90.5309,79680208896,7159500800,68449517568,90.5309,79680208896,7159492608,68449509376,90.5309,79680208896,7159500800,3483734016,4143763456,1,0,0
10274,1524549677,196024,81312,5,211,1372,0.7,0.15,0.29,4231,0,0,0,0.0167,0.3002,0,1.3182,98.365,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5309,79680208896,7159508992,408983552,87.2071,494512128,59996160,90.5309,79680208896,7159508992,68449509376,90.5309,79680208896,7159500800,68449492992,90.5309,79680208896,7159517184,3483799552,4143763456,1,0,0
10274,1524549682,266304,107896,4,211,1428,0.73,0.16,0.31,4801,0,0,0,0.0167,0.2836,0,1.2681,98.4315,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5309,79680208896,7159517184,408983552,87.2071,494512128,59996160,90.5309,79680208896,7159517184,68449492992,90.5309,79680208896,7159517184,68449492992,90.5309,79680208896,7159517184,3483787264,4143763456,1,0,0
10274,1524549687,208088,111640,3,211,1370,0.75,0.16,0.32,4674,0,0,0,0.0167,0.3002,0,1.2513,98.4318,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5309,79680208896,7159525376,408983552,87.2071,494512128,59996160,90.5309,79680208896,7159525376,68449484800,90.5309,79680208896,7159525376,68449472512,90.5308,79680208896,7159537664,3483942912,4143763456,1,0,0
10274,1524549692,335248,95480,3,211,1395,0.77,0.17,0.33,4676,0,0,0,0.0167,0.2836,0,1.2179,98.4818,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5308,79680208896,7159537664,408983552,87.2071,494512128,59996160,90.5308,79680208896,7159537664,68449472512,90.5308,79680208896,7159537664,68449472512,90.5308,79680208896,7159537664,3483836416,4143763456,1,0,0
10274,1524549697,206256,85544,3,211,1344,0.79,0.17,0.34,4762,0,0,0,0.0167,0.3002,0,1.2346,98.4982,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5308,79680208896,7159545856,408983552,87.2071,494512128,59996160,90.5308,79680208896,7159554048,68449464320,90.5308,79680208896,7159545856,68449456128,90.5308,79680208896,7159554048,3483844608,4143763456,1,0,0
10274,1524549702,225640,109920,3,211,1417,0.8,0.18,0.35,4672,0,0,0,0.0167,0.3,0,1.1513,98.565,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5308,79680208896,7159554048,408983552,87.2071,494512128,59996160,90.5308,79680208896,7159562240,68449456128,90.5308,79680208896,7159554048,68449447936,90.5308,79680208896,7159562240,3483852800,4143763456,1,0,0
10274,1524549707,241728,93936,3,211,1398,0.82,0.18,0.36,4449,0,0,0,0.0167,0.3166,0,1.0663,98.6002,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5308,79680208896,7159562240,408983552,87.2071,494512128,59996160,90.5308,79680208896,7159562240,68449447936,90.5308,79680208896,7159562240,68449439744,90.5308,79680208896,7159570432,3483803648,4143763456,1,0,0
10274,1524549712,363608,108576,4,211,1477,0.83,0.19,0.37,4508,0,0,0,0.0167,0.3166,0,1.133,98.5172,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5308,79680208896,7159570432,408983552,87.2071,494512128,59996160,90.5308,79680208896,7159578624,68449439744,90.5308,79680208896,7159570432,68449431552,90.5308,79680208896,7159578624,3483742208,4143763456,1,0,0
10274,1524549717,206088,112080,4,211,1392,0.85,0.19,0.38,4096,0,0,0,0.0333,0.3332,0,1.1163,98.5172,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5308,79680208896,7159578624,408983552,87.2071,494512128,59996160,90.5308,79680208896,7159586816,68449431552,90.5308,79680208896,7159578624,68449423360,90.5308,79680208896,7159586816,3483746304,4143763456,1,0,0
10274,1524549722,233816,93736,7,211,1388,0.86,0.2,0.39,4658,0,0,0,0.0167,0.3333,0,1.1333,98.5172,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5308,79680208896,7159595008,408983552,87.2071,494512128,59996160,90.5308,79680208896,7159595008,68449423360,90.5308,79680208896,7159586816,68449415168,90.5308,79680208896,7159595008,3483762688,4143763456,1,0,0
10274,1524549727,206544,580552,2,209,1360,0.87,0.2,0.41,4456,0,0,0,0.0167,0.3169,0,1.1498,97.7167,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5308,79680208896,7159603200,408983552,87.2071,494512128,59996160,90.5308,79680208896,7159603200,68449415168,90.5308,79680208896,7159595008,68449406976,90.5308,79680208896,7159603200,3487485952,4143763456,0,0,0
10274,1524549732,335464,129672,3,209,1303,0.8,0.2,0.4,4444,5.4388,0,0.0167,0.0167,0.3341,0,1.1847,89.8164,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5307,79680208896,7159615488,408983552,87.2071,494512128,59996160,90.5307,79680208896,7159615488,68449394688,90.5307,79680208896,7159615488,68449394688,90.5307,79680208896,7159615488,3487498240,4143763456,0,0,0
10274,1524549737,203592,82256,2,209,1209,0.74,0.2,0.39,4242,14.9373,0,0.2006,0.0167,0.3343,0,1.2197,80.3276,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5307,79680208896,7159623680,408983552,87.2071,494512128,59996160,90.5307,79680208896,7159631872,68449386496,90.5307,79680208896,7159623680,68449378304,90.5307,79680208896,7159631872,3487633408,4143763456,0,0,0
10274,1524549742,265232,104880,2,209,1295,0.68,0.2,0.38,3968,22.6421,0,0.2008,0.0167,0.3515,0,1.2377,72.3607,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5307,79680208896,7159631872,408983552,87.2071,494512128,59996160,90.5307,79680208896,7159640064,68449378304,90.5307,79680208896,7159631872,68449370112,90.5307,79680208896,7159640064,3487518720,4143763456,0,0,0
10274,1524549747,204424,108896,2,209,1201,0.62,0.2,0.38,4222,30.6611,0,0.2177,0.0167,0.3853,0,1.2224,64.2606,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5307,79680208896,7159640064,408983552,87.2071,494512128,59996160,90.5307,79680208896,7159648256,68449370112,90.5307,79680208896,7159640064,68449361920,90.5307,79680208896,7159648256,3487526912,4143763456,0,0,0
10274,1524549752,337504,95848,4,209,1218,0.57,0.19,0.37,4052,38.6664,0,0.2515,0.0168,0.369,0,1.2236,56.2542,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5307,79680208896,7159656448,408983552,87.2071,494512128,59996160,90.5307,79680208896,7159656448,68449361920,90.5307,79680208896,7159648256,68449353728,90.5307,79680208896,7159656448,3487551488,4143763456,0,0,0
10274,1524549757,244584,95048,5,209,1202,0.53,0.19,0.37,3988,45.1191,0,0.3187,0.0168,0.3693,0,1.2747,49.7064,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5307,79680208896,7159656448,408983552,87.2071,494512128,59996160,90.5307,79680208896,7159668736,68449353728,90.5307,79680208896,7159656448,68449341440,90.5307,79680208896,7159668736,3487551488,4143763456,0,0,0
